id,type,attack_id,attack_name,attack_description
attack-pattern--e51398e6-53dc-4e9f-a323-e54683d8672b,pre-attack,['T1334'],Compromise 3rd party infrastructure to support delivery,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   instead of buying  leasing  or renting infrastructure an adversary may compromise infrastructure and use it for some or all of the attack cycle    citation  fireeye operation snowman 
attack-pattern--e5164428-03ca-4336-a9a7-4d9ea1417e59,pre-attack,['T1310'],Acquire or compromise 3rd party signing certificates,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   code signing is the process of digitally signing executables or scripts to confirm the software author and guarantee that the code has not been altered or corrupted  users may trust a signed piece of code more than an unsigned piece of code even if they don't know who issued the certificate or who the author is   citation  adobe code signing cert 
attack-pattern--e6ca2820-a564-4b74-b42a-b6bdf052e5b6,pre-attack,['T1309'],Obfuscate infrastructure,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   obfuscation is hiding the day to day building and testing of new tools  chat servers  etc 
attack-pattern--e754fa49-2db1-416b-92db-7f886decd099,pre-attack,['T1234'],Generate analyst intelligence requirements,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   analysts may receive key intelligence topics  kits  and key intelligence questions  kiqs  from leadership or key decision makers and generate intelligence requirements to articulate intricacies of information required on a topic or question 
attack-pattern--e8471f43-2742-4fd7-9af7-8ed1330ada37,pre-attack,['T1362'],"Upload, install, and configure software/tools",this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary may stage software and tools for use during later stages of an attack  the software and tools may be placed on systems legitimately in use by the adversary or may be placed on previously compromised infrastructure 
attack-pattern--eacadff4-164b-451c-bacc-7b29ebfd0c3f,pre-attack,['T1355'],Create infected removable media,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   use of removable media as part of the launch phase requires an adversary to determine type  format  and content of the media and associated malware 
attack-pattern--eacd1efe-ee30-4b03-b58f-5b3b1adfe45d,pre-attack,['T1364'],Friend/Follow/Connect to targets of interest,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   a form of social engineering designed build trust and to lay the foundation for future interactions or attacks 
attack-pattern--eb517589-eefc-480e-b8e3-7a8b1066f6f1,pre-attack,['T1366'],Targeted social media phishing,  this technique has been deprecated  please use  spearphishing via   sending messages through social media platforms to individuals identified as a target  these messages may include malicious attachments or links to malicious sites or they may be designed to establish communications for future actions    citation  nemucod facebook 
attack-pattern--ec739e26-d097-4804-b04a-54dd81ff11e0,pre-attack,['T1231'],Create strategic plan,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   strategic plans outline the mission  vision  and goals for an adversary at a high level in relation to the key partners  topics  and functions the adversary carries out 
attack-pattern--ee40d054-6e83-4302-88dc-a3af98821d8d,pre-attack,['T1295'],"Analyze social and business relationships, interests, and affiliations",this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   social media provides insight into the target's affiliations with groups and organizations   certification information can explain their technical associations and professional associations  personal information can provide data for exploitation or even blackmail 
attack-pattern--ef0f816a-d561-4953-84c6-2a2936c96957,pre-attack,['T1255'],Discover target logon/email address format,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   email addresses  logon credentials  and other forms of online identification typically share a common format  this makes guessing other credentials within the same domain easier  for example if a known email address is first_last company_com it is likely that others in the company will have an email in the same format 
attack-pattern--ef6197fd-a58a-4006-bfd6-1d7765d8409d,pre-attack,['T1261'],"Enumerate externally facing software applications technologies, languages, and dependencies",this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   software applications will be built using different technologies  languages  and dependencies  this information may reveal vulnerabilities or opportunities to an adversary 
attack-pattern--f4c5d1d9-8f0e-46f1-a9fa-f9a440926046,pre-attack,['T1383'],Confirmation of launched compromise achieved,  this technique has been deprecated  please see att ck's initial access and execution tactics for replacement techniques_    upon successful compromise the adversary may implement methods for confirming success including communication to a command and control server  exfiltration of data  or a verifiable intended effect such as a publicly accessible resource being inaccessible or a web page being defaced   citation  fireeye malware stages 
attack-pattern--fb39384c-00e4-414a-88af-e80c4904e0b8,pre-attack,['T1385'],Human performs requested action of physical nature,  this technique has been deprecated  please see att ck's initial access and execution tactics for replacement techniques_    through social engineering or other methods  an adversary can get users to perform physical actions that provide access to an adversary   this could include providing a password over the phone or inserting a 'found' cd or usb into a system 
attack-pattern--fddd81e9-dd3d-477e-9773-4fb8ae227234,pre-attack,['T1345'],Create custom payloads,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   a payload is the part of the malware which performs a malicious action  the adversary may create custom payloads when none exist with the needed capability or when targeting a specific environment 
attack-pattern--fe421ab9-c8f3-42f7-9ae1-5d6c324cc925,pre-attack,['T1293'],Analyze application security posture,this object is deprecated as its content has been merged into the enterprise domain  please see the  matrix for its replacement  the prior content of this page has been preserved   an adversary can probe a victim's network to determine configurations  the configurations may provide opportunities to route traffic through the network in an undetected or less detectable way 
