id,mitigation_id,mitigation_name,mitigation_description,attack_id,attack_type,relationship
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,"Restrict use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc.",T1567.002,['enterprise-attack'],Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services.
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,"Restrict use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc.",T1567.001,['enterprise-attack'],Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services.
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,"Restrict use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc.",T1568,['enterprise-attack'],In some cases a local DNS sinkhole may be used to help prevent behaviors associated with dynamic resolution.
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,"Restrict use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc.",T1189,['enterprise-attack'],"For malicious code served up through ads, adblockers can help prevent that code from executing in the first place.

Script blocking extensions can help prevent the execution of JavaScript that may commonly be used during the exploitation process."
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,"Restrict use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc.",T1568.002,['enterprise-attack'],In some cases a local DNS sinkhole may be used to help prevent DGA-based command and control at a reduced cost.
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,"Restrict use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc.",T1102.001,['enterprise-attack'],Web proxies can be used to enforce external network communication policy that prevents use of unauthorized external services.
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,"Restrict use of certain websites, block downloads/attachments, block Javascript, restrict browser extensions, etc.",T1567,['enterprise-attack'],Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services.
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1542.004,['enterprise-attack'],"Enable secure boot features to validate the digital signature of the boot environment and system image using a special purpose hardware device. If the validation check fails, the device will fail to boot preventing loading of unauthorized software. (Citation: Cisco IOS Software Integrity Assurance - Secure Boot) "
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1542.003,['enterprise-attack'],Use Trusted Platform Module technology and a secure or trusted boot process to prevent system integrity from being compromised. (Citation: TCG Trusted Platform Module) (Citation: TechNet Secure Boot Process)
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1542.005,['enterprise-attack'],"Enable secure boot features to validate the digital signature of the boot environment and system image using a special purpose hardware device. If the validation check fails, the device will fail to boot preventing loading of unauthorized software. (Citation: Cisco IOS Software Integrity Assurance - Secure Boot) "
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1553.006,['enterprise-attack'],Use of Secure Boot may prevent some implementations of modification to code signing policies.(Citation: Microsoft TESTSIGNING Feb 2021)
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1601.001,['enterprise-attack'],"Some vendors of embedded network devices provide cryptographic signing to ensure the integrity of operating system images at boot time.  Implement where available, following vendor guidelines. (Citation: Cisco IOS Software Integrity Assurance - Secure Boot)"
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1495,['enterprise-attack'],Check the integrity of the existing BIOS and device firmware to determine if it is vulnerable to modification.
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1601.002,['enterprise-attack'],"Some vendors of embedded network devices provide cryptographic signing to ensure the integrity of operating system images at boot time.  Implement where available, following vendor guidelines. (Citation: Cisco IOS Software Integrity Assurance - Secure Boot)"
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1195.003,['enterprise-attack'],Use Trusted Platform Module technology and a secure or trusted boot process to prevent system integrity from being compromised. Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification. (Citation: TCG Trusted Platform Module) (Citation: TechNet Secure Boot Process)
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1542,['enterprise-attack'],Use Trusted Platform Module technology and a secure or trusted boot process to prevent system integrity from being compromised. Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification. (Citation: TCG Trusted Platform Module) (Citation: TechNet Secure Boot Process)
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1542.001,['enterprise-attack'],Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification. Use Trusted Platform Module technology. (Citation: TCG Trusted Platform Module) Move system's root of trust to hardware to prevent tampering with the SPI flash memory.(Citation: ESET LoJax Sept 2018) Technologies such as Intel Boot Guard can assist with this. (Citation: Intel Hardware-based Security Technologies)
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,T1601,['enterprise-attack'],"Some vendors of embedded network devices provide cryptographic signing to ensure the integrity of operating system images at boot time.  Implement where available, following vendor guidelines. (Citation: Cisco IOS Software Integrity Assurance - Secure Boot)"
course-of-action--37a3f3f5-76e6-43fe-b935-f1f494c95725,T1211,Exploitation for Defense Evasion Mitigation,"Update software regularly by employing patch management for internal enterprise endpoints and servers. Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization. Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing, if available. Other types of virtualization and application microsegmentation may also mitigate the impact of some types of exploitation. The risks of additional exploits and weaknesses in implementation may still exist. (Citation: Ars Technica Pwn2Own 2017 VM Escape)

Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: TechNet Moving Beyond EMET) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia Control Flow Integrity) Many of these protections depend on the architecture and target application binary for compatibility and may not work for software targeted for defense evasion.",T1211,['enterprise-attack'],
course-of-action--2995bc22-2851-4345-ad19-4e7e295be264,M1034,Limit Hardware Installation,"Block users or groups from installing or using unapproved hardware on systems, including USB devices.",T1200,['enterprise-attack'],Block unknown devices and accessories by endpoint security configuration and monitoring agent.
course-of-action--2995bc22-2851-4345-ad19-4e7e295be264,M1034,Limit Hardware Installation,"Block users or groups from installing or using unapproved hardware on systems, including USB devices.",T1052.001,['enterprise-attack'],Limit the use of USB devices and removable media within a network.
course-of-action--2995bc22-2851-4345-ad19-4e7e295be264,M1034,Limit Hardware Installation,"Block users or groups from installing or using unapproved hardware on systems, including USB devices.",T1091,['enterprise-attack'],Limit the use of USB devices and removable media within a network.
course-of-action--2995bc22-2851-4345-ad19-4e7e295be264,M1034,Limit Hardware Installation,"Block users or groups from installing or using unapproved hardware on systems, including USB devices.",T1052,['enterprise-attack'],Limit the use of USB devices and removable media within a network.
course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808,M1052,User Account Control,Configure Windows User Account Control to mitigate risk of adversaries obtaining elevated process access.,T1548,['enterprise-attack'],"Although UAC bypass techniques exist, it is still prudent to use the highest enforcement level for UAC when possible and mitigate bypass opportunities that exist with techniques such as [DLL Search Order Hijacking](https://attack.mitre.org/techniques/T1574/001)."
course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808,M1052,User Account Control,Configure Windows User Account Control to mitigate risk of adversaries obtaining elevated process access.,T1548.002,['enterprise-attack'],"Although UAC bypass techniques exist, it is still prudent to use the highest enforcement level for UAC when possible and mitigate bypass opportunities that exist with techniques such as [DLL Search Order Hijacking](https://attack.mitre.org/techniques/T1574/001)."
course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808,M1052,User Account Control,Configure Windows User Account Control to mitigate risk of adversaries obtaining elevated process access.,T1574.010,['enterprise-attack'],"Turn off UAC's privilege elevation for standard users <code>[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System]</code>to automatically deny elevation requests, add: <code>""ConsentPromptBehaviorUser""=dword:00000000</code>. Consider enabling installer detection for all users by adding: <code>""EnableInstallerDetection""=dword:00000001</code>. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: <code>""EnableInstallerDetection""=dword:00000000</code>. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged.(Citation: Executable Installers are Vulnerable)"
course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808,M1052,User Account Control,Configure Windows User Account Control to mitigate risk of adversaries obtaining elevated process access.,T1574.005,['enterprise-attack'],"Turn off UAC's privilege elevation for standard users <code>[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System]</code> to automatically deny elevation requests, add: <code>""ConsentPromptBehaviorUser""=dword:00000000</code>. Consider enabling installer detection for all users by adding: <code>""EnableInstallerDetection""=dword:00000001</code>. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: <code>""EnableInstallerDetection""=dword:00000000</code>. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged.  (Citation: Executable Installers are Vulnerable)"
course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808,M1052,User Account Control,Configure Windows User Account Control to mitigate risk of adversaries obtaining elevated process access.,T1546.011,['enterprise-attack'],"Changing UAC settings to ""Always Notify"" will give the user more visibility when UAC elevation is requested, however, this option will not be popular among users due to the constant UAC interruptions."
course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808,M1052,User Account Control,Configure Windows User Account Control to mitigate risk of adversaries obtaining elevated process access.,T1550.002,['enterprise-attack'],"Enable pass the hash mitigations to apply UAC restrictions to local accounts on network logon. The associated Registry key is located <code>HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\LocalAccountTokenFilterPolicy</code>.

Through GPO: Computer Configuration > [Policies] > Administrative Templates > SCM: Pass the Hash Mitigations: Apply UAC restrictions to local accounts on network logons.(Citation: GitHub IAD Secure Host Baseline UAC Filtering)"
course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808,M1052,User Account Control,Configure Windows User Account Control to mitigate risk of adversaries obtaining elevated process access.,T1574,['enterprise-attack'],"Turn off UAC's privilege elevation for standard users <code>[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System]</code> to automatically deny elevation requests, add: <code>""ConsentPromptBehaviorUser""=dword:00000000</code>. Consider enabling installer detection for all users by adding: <code>""EnableInstallerDetection""=dword:00000001</code>. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: <code>""EnableInstallerDetection""=dword:00000000</code>. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged.  (Citation: Executable Installers are Vulnerable)"
course-of-action--23843cff-f7b9-4659-a7b7-713ef347f547,M1033,Limit Software Installation,Block users or groups from installing unapproved software.,T1547.013,['enterprise-attack'],Restrict software installation to trusted repositories only and be cautious of orphaned software packages.
course-of-action--23843cff-f7b9-4659-a7b7-713ef347f547,M1033,Limit Software Installation,Block users or groups from installing unapproved software.,T1059.006,['enterprise-attack'],Prevent users from installing Python where not required.
course-of-action--23843cff-f7b9-4659-a7b7-713ef347f547,M1033,Limit Software Installation,Block users or groups from installing unapproved software.,T1176,['enterprise-attack'],Only install browser extensions from trusted sources that can be verified. Browser extensions for some browsers can be controlled through Group Policy. Change settings to prevent the browser from installing extensions without sufficient permissions.
course-of-action--23843cff-f7b9-4659-a7b7-713ef347f547,M1033,Limit Software Installation,Block users or groups from installing unapproved software.,T1543.002,['enterprise-attack'],Restrict software installation to trusted repositories only and be cautious of orphaned software packages.
course-of-action--23843cff-f7b9-4659-a7b7-713ef347f547,M1033,Limit Software Installation,Block users or groups from installing unapproved software.,T1021.005,['enterprise-attack'],Restrict software installation to user groups that require it. A VNC server must be manually installed by the user or adversary.
course-of-action--23843cff-f7b9-4659-a7b7-713ef347f547,M1033,Limit Software Installation,Block users or groups from installing unapproved software.,T1543,['enterprise-attack'],Restrict software installation to trusted repositories only and be cautious of orphaned software packages.
course-of-action--548bf7ad-e19c-4d74-84bf-84ac4e57f505,T1204,User Execution Mitigation,"Use user training as a way to bring awareness to common phishing and spearphishing techniques and how to raise suspicion for potentially malicious events. Application whitelisting may be able to prevent the running of executables masquerading as other files.

If a link is being visited by a user, block unknown or unused files in transit by default that should not be downloaded or by policy from suspicious sites as a best practice to prevent some vectors, such as .scr, .exe, .lnk, .pif, .cpl, etc. Some download scanning devices can open and analyze compressed and encrypted formats, such as zip and RAR that may be used to conceal malicious files in [Obfuscated Files or Information](https://attack.mitre.org/techniques/T1027).

If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity. Solutions can be signature and behavior based, but adversaries may construct files in a way to avoid these systems.",T1204,['enterprise-attack'],
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1204.002,['enterprise-attack'],"On Windows 10, various Attack Surface Reduction (ASR) rules can be enabled to prevent the execution of potentially malicious executable files (such as those that have been downloaded and executed by Office applications/scripting interpreters/email clients or that do not meet specific prevalence, age, or trusted list criteria). Note: cloud-delivered protection must be enabled for certain rules. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055,['enterprise-attack'],"Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. For example, on Windows 10, Attack Surface Reduction (ASR) rules may prevent Office applications from code injection. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.001,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1574.013,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of behaviors related to process injection/memory tampering based on common sequences of indicators (ex: execution of specific API functions).
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.008,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1027.009,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent execution of potentially obfuscated scripts.(Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1059.007,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent [JavaScript](https://attack.mitre.org/techniques/T1059/007) scripts from executing potentially malicious downloaded content (Citation: win10_asr)."
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1574,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of behaviors related to process injection/memory tampering based on common sequences of indicators (ex: execution of specific API functions).
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1106,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office VBA macros from calling Win32 APIs. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.009,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1546.003,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent malware from abusing WMI to attain persistence.(Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.014,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1047,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to block processes created by WMI commands from running. Note: many legitimate tools and applications utilize WMI for command execution. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1559.002,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent DDE attacks and spawning of child processes from Office programs.(Citation: Microsoft ASR Nov 2017)(Citation: Enigma Reviving DDE Jan 2018)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1559,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent DDE attacks and spawning of child processes from Office programs.(Citation: Microsoft ASR Nov 2017)(Citation: Enigma Reviving DDE Jan 2018)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1137.003,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.011,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1059,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent [Visual Basic](https://attack.mitre.org/techniques/T1059/005) and [JavaScript](https://attack.mitre.org/techniques/T1059/007) scripts from executing potentially malicious downloaded content (Citation: win10_asr)."
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1137,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1003.001,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to secure LSASS and prevent credential stealing. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1091,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to block unsigned/untrusted executable files (such as .exe, .dll, or .scr) from running from USB removable drives. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1027,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent execution of potentially obfuscated payloads. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1137.002,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1137.006,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1204,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent executable files from running unless they meet a prevalence, age, or trusted list criteria and to prevent Office applications from creating potentially malicious executable content by blocking malicious code from being written to disk. Note: cloud-delivered protection must be enabled to use certain rules. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1543,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent an application from writing a signed vulnerable driver to the system.(Citation: Malicious Driver Reporting Center) On Windows 10 and 11, enable Microsoft Vulnerable Driver Blocklist to assist in hardening against third party-developed drivers.(Citation: Microsoft driver block rules)  "
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1569.002,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to block processes created by [PsExec](https://attack.mitre.org/software/S0029) from running. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.013,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1216.001,['enterprise-attack'],"On Windows 10, update Windows Defender Application Control policies to include rules that block the older, vulnerable versions of PubPrn.(Citation: Microsoft_rec_block_rules)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.012,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1543.003,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent an application from writing a signed vulnerable driver to the system.(Citation: Malicious Driver Reporting Center) On Windows 10 and 11, enable Microsoft Vulnerable Driver Blocklist to assist in hardening against third party-developed service drivers.(Citation: Microsoft driver block rules)  "
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.005,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1137.004,['enterprise-attack'],"On Windows 10, enable Attack Surface Reduction (ASR) rules to prevent Office applications from creating child processes and from writing potentially malicious executable content to disk. (Citation: win10_asr)"
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.004,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",T1055.002,['enterprise-attack'],Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
