id,type,attack_id,attack_name,attack_description
attack-pattern--68c96494-1a50-403e-8844-69a6af278c68,['enterprise-attack'],['T1042'],Change Default File Association,when a file is opened  the default program used to open the file  also called the file association or handler  is checked  file association selections are stored in the windows registry and can be edited by users  administrators  or programs that have registry access  citation  microsoft change default programs   citation  microsoft file handlers  or by administrators using the built in assoc utility   citation  microsoft assoc oct       applications can modify the file association for a given file extension to call an arbitrary program when a file with the given extension is opened_  system file associations are listed under hkey_classes_root _ extension   for example hkey_classes_root _txt  the entries point to a handler for that extension located at hkey_classes_root  handler   the various commands are then listed as subkeys underneath the shell key at hkey_classes_root  handler  shell  action  command  for example    hkey_classes_root txtfile shell open command   hkey_classes_root txtfile shell print command   hkey_classes_root txtfile shell printto command  the values of the keys listed are commands that are executed when the handler opens the file extension  adversaries can modify these values to continually execute arbitrary commands   citation  trendmicro troj fakeav oct      
attack-pattern--68f7e3a1-f09f-4164-9a62-16b648a0dd5a,['enterprise-attack'],['T1117'],Regsvr32,regsvr  _exe is a command line program used to register and unregister object linking and embedding controls  including dynamic link libraries  dlls   on windows systems  regsvr  _exe can be used to execute arbitrary binaries   citation  microsoft regsvr     adversaries may take advantage of this functionality to proxy execution of code to avoid triggering security tools that may not monitor execution of  and modules loaded by  the regsvr  _exe process because of whitelists or false positives from windows using regsvr  _exe for normal operations  regsvr  _exe is also a microsoft signed binary_  regsvr  _exe can also be used to specifically bypass process whitelisting using functionality to load com scriptlets to execute dlls under user permissions  since regsvr  _exe is network and proxy aware  the scripts can be loaded by passing a uniform resource locator  url  to file on an external web server as an argument during invocation  this method makes no changes to the registry as the com object is not actually registered  only executed   citation  lolbas regsvr    this variation of the technique is often referred to as a  squiblydoo  attack and has been used in campaigns targeting governments   citation  carbon black squiblydoo apr        citation  fireeye regsvr   targeting mongolian gov   regsvr  _exe can also be leveraged to register a com object used to establish persistence via  component object model   citation  carbon black squiblydoo apr      
attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c,['enterprise-attack'],['T1110.003'],Password Spraying,adversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials  password spraying uses one password  e_g  'password  '   or a small list of commonly used passwords  that may match the complexity policy of the domain  logins are attempted with that password against many different accounts on a network to avoid account lockouts that would normally occur when brute forcing a single account with many passwords   citation  blackhillsinfosec password spraying   typically  management services over commonly used ports are used when password spraying  commonly targeted services include the following     ssh     tcp    telnet     tcp    ftp     tcp    netbios   smb   samba      tcp       tcp    ldap      tcp    kerberos     tcp    rdp   terminal services       tcp    http http management services     tcp       tcp    mssql       tcp    oracle       tcp    mysql       tcp    vnc       tcp   in addition to management services  adversaries may  target single sign on  sso  and cloud based applications utilizing federated authentication protocols   as well as externally facing email applications  such as office    _ citation  us cert ta      a        in default environments  ldap and kerberos connection attempts are less likely to trigger events over smb  which creates windows  logon failure  event id      
attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3,['enterprise-attack'],['T1090.002'],External Proxy,adversaries may use an external proxy to act as an intermediary for network communications to a command and control server to avoid direct connections to their infrastructure  many tools exist that enable traffic redirection through proxies or port redirection  including  zxproxy  and zxportmap   citation  trend micro apt attack tools  adversaries use these types of proxies to manage command and control communications  to provide resiliency in the face of connection loss  or to ride over existing trusted communications paths to avoid suspicion_  external connection proxies are used to mask the destination of c  traffic and are typically implemented with port redirectors  compromised systems outside of the victim environment may be used for these purposes  as well as purchased infrastructure such as cloud based resources or virtual private servers  proxies may be chosen based on the low likelihood that a connection to them from a compromised system would be investigated  victim systems would communicate directly with the external proxy on the internet and then the proxy would forward communications to the c  server 
attack-pattern--69e5226d-05dc-4f15-95d7-44f5ed78d06e,['enterprise-attack'],['T1056.003'],Web Portal Capture,adversaries may install code on externally facing portals  such as a vpn login page  to capture and transmit credentials of users who attempt to log into the service  for example  a compromised login page may log provided user credentials before logging the user in to the service_  this variation on input capture may be conducted post compromise using legitimate administrative access as a backup measure to maintain network access through  external remote  and  valid  or as part of the initial compromise by exploitation of the externally facing web service_ citation  volexity virtual private keylogging 
attack-pattern--69f897fd-12a9-4c89-ad6a-46d2f3c38262,['enterprise-attack'],['T1589.002'],Email Addresses,adversaries may gather email addresses that can be used during targeting  even if internal instances exist  organizations may have public facing email infrastructure and addresses for employees_  adversaries may easily gather email addresses  since they may be readily available and exposed via online or other accessible data sets  ex   social  or  search victim owned  hackersarise email  citation  cnet leaks  email addresses could also be enumerated via more active means  i_e   active  such as probing and analyzing responses from authentication services that may reveal valid usernames in a system_ citation  grimblog usernameenum  for example  adversaries may be able to enumerate email addresses in office     environments by querying a variety of publicly available api endpoints  such as autodiscover and getcredentialtype_ citation  github office     user enumeration  citation  azure active directory reconnaisance   gathering this information may reveal opportunities for other forms of reconnaissance  ex   search open  or  phishing for  establishing operational resources  ex   email  and or initial access  ex   or  brute  via  external remote
attack-pattern--6a3be63a-64c5-4678-a036-03ff8fc35300,['enterprise-attack'],['T1164'],Re-opened Applications,starting in mac os x   _   lion   users can specify certain applications to be re opened when a user reboots their machine  while this is usually done via a graphical user interface  gui  on an app by app basis  there are property list files  plist  that contain this information as well located at   library preferences com_apple_loginwindow_plist and   library preferences byhost com_apple_loginwindow_  _plist    an adversary can modify one of these files directly to include a link to their malicious executable to provide a persistence mechanism each time the user reboots their machine  citation  methods of mac malware persistence  
attack-pattern--6a5848a8-6201-4a2c-8a6a-ca5af8c6f3df,['enterprise-attack'],['T1054'],Indicator Blocking,an adversary may attempt to block indicators or events typically captured by sensors from being gathered and analyzed  this could include maliciously redirecting  citation  microsoft lamin sept       or even disabling host based sensors  such as event tracing for windows  etw   citation  microsoft about event tracing       by tampering settings that control the collection and flow of event telemetry   citation  medium event tracing tampering       these settings may be stored on the system in configuration files and or in the registry as well as being accessible via administrative utilities such as  or  windows management   etw interruption can be achieved multiple ways  however most directly by defining conditions using the powershell set etwtraceprovider cmdlet or by interfacing directly with the registry to make alterations_  in the case of network based reporting of indicators  an adversary may block traffic associated with reporting to prevent central analysis  this may be accomplished by many means  such as stopping a local process responsible for forwarding telemetry and or creating a host based firewall rule to block traffic to specific hosts responsible for aggregating events  such as security information and event management  siem  products 
attack-pattern--6aabc5ec-eae6-422c-8311-38d45ee9838a,['enterprise-attack'],['T1108'],Redundant Access,  this technique has been deprecated  please use  create   web  and  external remote  where appropriate_    adversaries may use more than one remote access tool with varying command and control protocols or credentialed access to remote services so they can maintain access if an access mechanism is detected or mitigated    if one type of tool is detected and blocked or removed as a response but the organization did not gain a full understanding of the adversary's tools and access  then the adversary will be able to retain access to the network  adversaries may also attempt to gain access to  valid  to use  external remote  such as external vpns as a way to maintain access despite interruptions to remote access tools deployed within a target network_ citation  mandiant apt   adversaries may also retain access through cloud based infrastructure and applications_  use of a  web  is one such way to maintain access to a network through an externally accessible web server 
attack-pattern--6aac77c4-eaf2-4366-8c13-ce50ab951f38,['enterprise-attack'],['T1193'],Spearphishing Attachment,spearphishing attachment is a specific variant of spearphishing  spearphishing attachment is different from other forms of spearphishing in that it employs the use of malware attached to an email  all forms of spearphishing are electronically delivered social engineering targeted at a specific individual  company  or industry  in this scenario  adversaries attach a file to the spearphishing email and usually rely upon  user  to gain execution_  there are many options for the attachment such as microsoft office documents  executables  pdfs  or archived files  upon opening the attachment  and potentially clicking past protections   the adversary's payload exploits a vulnerability or directly executes on the user's system  the text of the spearphishing email usually tries to give a plausible reason why the file should be opened  and may explain how to bypass system protections in order to do so  the email may also contain instructions on how to decrypt an attachment  such as a zip file password  in order to evade email boundary defenses  adversaries frequently manipulate file extensions and icons in order to make attached executables appear to be document files  or files exploiting one application appear to be a file for a different one 
attack-pattern--6add2ab5-2711-4e9d-87c8-7a0be8531530,['enterprise-attack'],['T1003.005'],Cached Domain Credentials,adversaries may attempt to access cached domain credentials used to allow authentication to occur in the event a domain controller is unavailable_ citation  microsoft   cached creds   on windows vista and newer  the hash format is dcc   domain cached credentials version    hash  also known as ms cache v  hash_ citation  passlib mscache  the number of default cached credentials varies and can be altered per system  this hash does not allow pass the hash style attacks  and instead requires  password  to recover the plaintext password_ citation  ired mscache   with system access  the tools utilities such as   and secretsdump_py can be used to extract the cached credentials_  note  cached credentials for windows vista are derived using pbkdf _ citation  passlib mscache 
attack-pattern--6b57dc31-b814-4a03-8706-28bc20d739c4,['enterprise-attack'],['T1098.004'],SSH Authorized Keys,adversaries may modify the ssh authorized_keys file to maintain persistence on a victim host  linux distributions and macos commonly use key based authentication to secure the authentication process of ssh sessions for remote management  the authorized_keys file in ssh specifies the ssh keys that can be used for logging into the user account for which the file is configured  this file is usually found in the user's home directory under  lt user home gt  _ssh authorized_keys_ citation  ssh authorized keys  users may edit the system s ssh config file to modify the directives pubkeyauthentication and rsaauthentication to the value  yes  to ensure public key and rsa authentication are enabled  the ssh config file is usually located under  etc ssh sshd_config_  adversaries may modify ssh authorized_keys files directly with scripts or shell commands to add their own adversary supplied public keys  in cloud environments  adversaries may be able to modify the ssh authorized_keys file of a particular virtual machine via the command line interface or rest api  for example  by using the google cloud cli s  add metadata  command an adversary may add ssh keys to a user account_ citation  google cloud add metadata  citation  google cloud privilege escalation  similarly  in azure  an adversary may update the authorized_keys file of a virtual machine via a patch request to the api_ citation  azure update virtual machines  this ensures that an adversary possessing the corresponding private key may log in as an existing user via ssh_ citation  venafi ssh key abuse  citation  cybereason linux exim worm   where authorized_keys files are modified via cloud apis or command line interfaces  an adversary may achieve privilege escalation on the target virtual machine if they add a key to a higher privileged user 
attack-pattern--6be14413-578e-46c1-8304-310762b3ecd5,['enterprise-attack'],['T1215'],Kernel Modules and Extensions,loadable kernel modules  or lkms  are pieces of code that can be loaded and unloaded into the kernel upon demand  they extend the functionality of the kernel without the need to reboot the system  for example  one type of module is the device driver  which allows the kernel to access hardware connected to the system   citation  linux kernel programming  when used maliciously  loadable kernel modules  lkms  can be a type of kernel mode  that run with the highest operating system privilege  ring      citation  linux kernel module programming guide  adversaries can use loadable kernel modules to covertly persist on a system and evade defenses  examples have been found in the wild and there are some open source projects   citation  volatility phalanx    citation  crowdstrike linux rootkit   citation  github reptile   citation  github diamorphine   common features of lkm based rootkits include  hiding itself  selective hiding of files  processes and network activity  as well as log tampering  providing authenticated backdoors and enabling root access to non privileged users   citation  idefense rootkit overview   kernel extensions  also called kext  are used for macos to load functionality onto a system similar to lkms for linux  they are loaded and unloaded through kextload and kextunload commands  several examples have been found where this can be used   citation  rsac      san francisco patrick wardle   citation  synack secure kernel extension broken  examples have been found in the wild   citation  securelist ventir 
attack-pattern--6c174520-beea-43d9-aac6-28fb77f3e446,['enterprise-attack'],['T1101'],Security Support Provider,windows security support provider  ssp  dlls are loaded into the local security authority  lsa  process at system start  once loaded into the lsa  ssp dlls have access to encrypted and plaintext passwords that are stored in windows  such as any logged on user's domain password or smart card pins  the ssp configuration is stored in two registry keys  hklm system currentcontrolset control lsa security packages and hklm system currentcontrolset control lsa osconfig security packages  an adversary may modify these registry keys to add new ssps  which will be loaded the next time the system boots  or when the addsecuritypackage windows api function is called_   citation  graeber      
attack-pattern--6c2957f9-502a-478c-b1dd-d626c0659413,['enterprise-attack'],['T1590.006'],Network Security Appliances,adversaries may gather information about the victim's network security appliances that can be used during targeting  information about network security appliances may include a variety of details  such as the existence and specifics of deployed firewalls  content filters  and proxies bastion hosts  adversaries may also target information about victim network based intrusion detection systems  nids  or other appliances related to defensive cybersecurity operations_  adversaries may gather this information in various ways  such as direct collection actions via  active  or  phishing for  nmap firewalls nids  information about network security appliances may also be exposed to adversaries via online or other accessible data sets  ex   search victim owned  gathering this information may reveal opportunities for other forms of reconnaissance  ex   search open technical  or  search open  establishing operational resources  ex   develop  or  obtain  and or initial access  ex   external remote
attack-pattern--6d4a7fb3-5a24-42be-ae61-6728a2b581f6,['enterprise-attack'],['T1546.012'],Image File Execution Options Injection,adversaries may establish persistence and or elevate privileges by executing malicious content triggered by image file execution options  ifeo  debuggers  ifeos enable a developer to attach a debugger to an application  when a process is created  a debugger present in an application s ifeo will be prepended to the application s name  effectively launching the new process under the debugger  e_g_  c  dbg ntsd_exe  g  notepad_exe    citation  microsoft dev blog ifeo mar        ifeos can be set directly via the registry or in global flags via the gflags tool   citation  microsoft gflags mar       ifeos are represented as debugger values in the registry under hklm software  wow    node  microsoft windows nt currentversion image file execution options  where  lt executable gt  is the binary on which the debugger is attached   citation  microsoft dev blog ifeo mar        ifeos can also enable an arbitrary monitor program to be launched when a specified program silently exits  i_e  is prematurely terminated by itself or a second  non kernel mode process    citation  microsoft silent process exit nov        citation  oddvar moe ifeo apr       similar to debuggers  silent exit monitoring can be enabled through gflags and or by directly modifying ifeo and silent process exit registry values in hkey_local_machine software microsoft windows nt currentversion silentprocessexit    citation  microsoft silent process exit nov        citation  oddvar moe ifeo apr        similar to  accessibility  on windows vista and later as well as windows server      and later  a registry key may be modified that configures  cmd_exe   or another program that provides backdoor access  as a  debugger  for an accessibility program  ex  utilman_exe   after the registry is modified  pressing the appropriate key combination at the login screen while at the keyboard or when connected with  remote desktop  will cause the  debugger  program to be executed with system privileges   citation  tilbury        similar to  process  these values may also be abused to obtain privilege escalation by causing a malicious executable to be loaded and run in the context of separate processes on the computer   citation  elastic process injection july       installing ifeo mechanisms may also provide persistence via continuous triggered invocation_  malware may also use ifeo to  impair  by registering invalid debuggers that redirect and effectively disable various system and security applications   citation  fsecure hupigon   citation  symantec ushedix june      
attack-pattern--6e3bd510-6b33-41a4-af80-2d80f3ee0071,['enterprise-attack'],['T1218.008'],Odbcconf,adversaries may abuse odbcconf_exe to proxy execution of malicious payloads  odbcconf_exe is a windows utility that allows you to configure open database connectivity  odbc  drivers and data source names_ citation  microsoft odbcconf_exe  the odbcconf_exe binary may be digitally signed by microsoft_  adversaries may abuse odbcconf_exe to bypass application control solutions that do not account for its potential abuse  similar to  odbcconf_exe has a regsvr flag that can be misused to execute dlls  ex  odbcconf_exe  s  a  lbrace regsvr  c  users public file_dll  rbrace     citation  lolbas odbcconf  citation  trendmicro squiblydoo aug       citation  trendmicro cobalt group nov      
attack-pattern--6e561441-8431-4773-a9b8-ccf28ef6a968,['enterprise-attack'],['T1593.002'],Search Engines,adversaries may use search engines to collect information about victims that can be used during targeting  search engine services typical crawl online sites to index context and may provide users with specialized syntax to search for specific keywords or specific types of content  i_e  filetypes _ citation  securitytrails google hacking  citation  exploitdb googlehacking   adversaries may craft various search engine queries depending on what information they seek to gather  threat actors may use search engines to harvest general information about victims  as well as use specialized queries to look for spillages leaks of sensitive information such as network details or credentials  information from these sources may reveal opportunities for other forms of reconnaissance  ex   phishing for  or  search open technical  establishing operational resources  ex   establish  or  compromise  and or initial access  ex   valid  or
attack-pattern--6e6845c2-347a-4a6f-a2d1-b74a18ebd352,['enterprise-attack'],['T1177'],LSASS Driver,the windows security subsystem is a set of components that manage and enforce the security policy for a computer or domain  the local security authority  lsa  is the main component responsible for local security policy and user authentication  the lsa includes multiple dynamic link libraries  dlls  associated with various other security functions  all of which run in the context of the lsa subsystem service  lsass  lsass_exe process   citation  microsoft security subsystem   adversaries may target lsass_exe drivers to obtain execution and or persistence  by either replacing or adding illegitimate drivers  e_g_   dll  or  dll search order  an adversary can achieve arbitrary code execution triggered by continuous lsa operations 
attack-pattern--6ee2dc99-91ad-4534-a7d8-a649358c331f,['enterprise-attack'],['T1591.002'],Business Relationships,adversaries may gather information about the victim's business relationships that can be used during targeting  information about an organization s business relationships may include a variety of details  including second or third party organizations domains  ex  managed service providers  contractors  etc_  that have connected  and potentially elevated  network access  this information may also reveal supply chains and shipment paths for the victim s hardware and software resources_  adversaries may gather this information in various ways  such as direct elicitation via  phishing for  information about business relationships may also be exposed to adversaries via online or other accessible data sets  ex   social  or  search victim owned  threatpost broadvoice leak  gathering this information may reveal opportunities for other forms of reconnaissance  ex   phishing for  or  search open  establishing operational resources  ex   establish  or  compromise  and or initial access  ex   supply chain   drive by  or  trusted
attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf,['enterprise-attack'],['T1125'],Video Capture,an adversary can leverage a computer's peripheral devices  e_g_  integrated cameras or webcams  or applications  e_g_  video call services  to capture video recordings for the purpose of gathering information  images may also be captured from devices or applications  potentially in specified intervals  in lieu of video files_  malware or scripts may be used to interact with the devices through an available api provided by the operating system or an application to capture video or images  video or image files may be written to disk and exfiltrated later  this technique differs from  screen  due to use of specific devices or applications for video recording rather than capturing the victim's screen_  in macos  there are a few different malware samples that record the user's webcam such as fruitfly and proton   citation  objective see      review 
attack-pattern--6fb6408c-0db3-41d9-a3a1-a32e5f16454e,['enterprise-attack'],['T1144'],Gatekeeper Bypass,in macos and os x  when applications or programs are downloaded from the internet  there is a special attribute set on the file called com_apple_quarantine  this attribute is read by apple's gatekeeper defense program at execution time and provides a prompt to the user to allow or deny execution    apps loaded onto the system from usb flash drive  optical disk  external hard drive  or even from a drive shared over the local network won t set this flag  additionally  other utilities or events like drive by downloads don t necessarily set it either  this completely bypasses the built in gatekeeper check   citation  methods of mac malware persistence  the presence of the quarantine flag can be checked by the xattr command xattr  path to myapp_app for com_apple_quarantine  similarly  given sudo access or elevated permission  this attribute can be removed with xattr as well  sudo xattr  r  d com_apple_quarantine  path to myapp_app   citation  clearing quarantine attribute   citation  oceanlotus for os x    in typical operation  a file will be downloaded from the internet and given a quarantine flag before being saved to disk  when the user tries to open the file or application  macos s gatekeeper will step in and check for the presence of this flag  if it exists  then macos will then prompt the user to confirmation that they want to run the program and will even provide the url where the application came from  however  this is all based on the file being downloaded from a quarantine savvy application   citation  bypassing gatekeeper 
attack-pattern--6ff403bc-93e3-48be-8687-e102fdba8c88,['enterprise-attack'],['T1045'],Software Packing,software packing is a method of compressing or encrypting an executable  packing an executable changes the file signature in an attempt to avoid signature based detection  most decompression techniques decompress the executable code in memory_  utilities used to perform software packing are called packers  example packers are mpress and upx  a more comprehensive list of known packers is available   citation  wikipedia exe compression  but adversaries may create their own packing techniques that do not leave the same artifacts as well known packers to evade defenses_  adversaries may use virtual machine software protection as a form of software packing to protect their code  virtual machine software protection translates an executable's original code into a special format that only a special virtual machine can run  a virtual machine is then called to run this code_ citation  eset finfisher jan      
attack-pattern--7007935a-a8a7-4c0b-bd98-4e85be8ed197,['enterprise-attack'],['T1055.013'],Process Doppelgänging,adversaries may inject malicious code into process via process doppelg nging in order to evade process based defenses as well as possibly elevate privileges  process doppelg nging is a method of executing arbitrary code in the address space of a separate live process    windows transactional ntfs  txf  was introduced in vista as a method to perform safe file operations   citation  microsoft txf  to ensure data integrity  txf enables only one transacted handle to write to a file at a given time  until the write handle transaction is terminated  all other handles are isolated from the writer and may only read the committed version of the file that existed at the time the handle was opened   citation  microsoft basic txf concepts  to avoid corruption  txf performs an automatic rollback if the system or application fails during a write transaction   citation  microsoft where to use txf   although deprecated  the txf application programming interface  api  is still enabled as of windows      citation  blackhat process doppelg nging dec        adversaries may abuse txf to a perform a file less variation of  process  similar to  process  process doppelg nging involves replacing the memory of a legitimate process  enabling the veiled execution of malicious code that may evade defenses and detection  process doppelg nging's use of txf also avoids the use of highly monitored api functions such as ntunmapviewofsection  virtualprotectex  and setthreadcontext   citation  blackhat process doppelg nging dec        process doppelg nging is implemented in   steps  citation  blackhat process doppelg nging dec           transact   create a txf transaction using a legitimate executable then overwrite the file with malicious code  these changes will be isolated and only visible within the context of the transaction_   load   create a shared section of memory and load the malicious executable_   rollback   undo changes to original executable  effectively removing malicious code from the file system_   animate   create a process from the tainted section of memory and initiate execution_  this behavior will likely not result in elevated privileges since the injected process was spawned from  and thus inherits the security context  of the injecting process  however  execution via process doppelg nging may evade detection from security products since the execution is masked under a legitimate process 
attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,['enterprise-attack'],['T1016'],System Network Configuration Discovery,adversaries may look for details about the network configuration and settings  such as ip and or mac addresses  of systems they access or through information discovery of remote systems  several operating system administration utilities exist that can be used to gather this information  examples include    and   adversaries may also leverage a  network device  on network devices to gather information about configurations and settings  such as ip addresses of configured interfaces and static dynamic routes  e_g  show ip route  show ip interface _ citation  mandiant apt   global intrusion    adversaries may use the information from  system network configuration  during automated discovery to shape follow on behaviors  including determining certain access within the target network and what actions to do next 
attack-pattern--70857657-bd0b-4695-ad3e-b13f92cac1b4,['enterprise-attack'],['T1578.003'],Delete Cloud Instance,an adversary may delete a cloud instance after they have performed malicious activities in an attempt to evade detection and remove evidence of their presence   deleting an instance or virtual machine can remove valuable forensic artifacts and other evidence of suspicious behavior if the instance is not recoverable_  an adversary may also  create cloud  and later terminate the instance after achieving their objectives_ citation  mandiant m trends      
attack-pattern--70910fbd-58dc-4c1c-8c48-814d11fcd022,['enterprise-attack'],['T1593.003'],Code Repositories,adversaries may search public code repositories for information about victims that can be used during targeting  victims may store code in repositories on various third party websites such as github  gitlab  sourceforge  and bitbucket  users typically interact with code repositories through a web application or command line utilities such as git     adversaries may search various public code repositories for various information about a victim  public code repositories can often be a source of various general information about victims  such as commonly used programming languages and libraries as well as the names of employees  adversaries may also identify more sensitive data  including accidentally leaked credentials or api keys_ citation  github cloud service credentials  information from these sources may reveal opportunities for other forms of reconnaissance  ex   phishing for  establishing operational resources  ex   compromise  or  compromise  and or initial access  ex   valid  or      note    this is distinct from  code  which focuses on  from private and internally hosted code repositories 
attack-pattern--70d81154-b187-45f9-8ec5-295d01255979,['enterprise-attack'],['T1574.005'],Executable Installer File Permissions Weakness,adversaries may execute their own malicious payloads by hijacking the binaries used by an installer  these processes may automatically execute specific binaries as part of their functionality or to perform other actions  if the permissions on the file system directory containing a target binary  or permissions on the binary itself  are improperly set  then the target binary may be overwritten with another binary using user level permissions and executed by the original process  if the original process and thread are running under a higher permissions level  then the replaced binary will also execute under higher level permissions  which could include system_  another variation of this technique can be performed by taking advantage of a weakness that is common in executable  self extracting installers  during the installation process  it is common for installers to use a subdirectory within the  temp  directory to unpack binaries such as dlls  exes  or other payloads  when installers create subdirectories and files they often do not set appropriate permissions to restrict write access  which allows for execution of untrusted code placed in the subdirectories or overwriting of binaries used in the installation process  this behavior is related to and may take advantage of  dll search order   adversaries may use this technique to replace legitimate binaries with malicious ones as a means of executing code at a higher permissions level  some installers may also require elevated privileges that will result in privilege escalation when executing adversary controlled code  this behavior is related to  bypass user account  several examples of this weakness in existing common installers have been reported to software vendors    citation  executable installers are vulnerable  if the executing process is set to run at a specific time or during a certain event  e_g_  system bootup  then this technique can also be used for persistence 
attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5,['enterprise-attack'],['T1546.008'],Accessibility Features,adversaries may establish persistence and or elevate privileges by executing malicious content triggered by accessibility features  windows contains accessibility features that may be launched with a key combination before a user has logged in  ex  when the user is on the windows logon screen   an adversary can modify the way these programs are launched to get a command prompt or backdoor without logging in to the system_  two common accessibility programs are c  windows system   sethc_exe  launched when the shift key is pressed five times and c  windows system   utilman_exe  launched when the windows   u key combination is pressed  the sethc_exe program is often referred to as  sticky keys   and has been used by adversaries for unauthenticated access through a remote desktop login screen   citation  fireeye hikit rootkit   depending on the version of windows  an adversary may take advantage of these features in different ways  common methods used by adversaries include replacing accessibility feature binaries or pointers references to these binaries in the registry  in newer versions of windows  the replaced binary needs to be digitally signed for x   systems  the binary must reside in  systemdir    and it must be protected by windows file or resource protection  wfp wrp    citation  defcon     sticky keys  the  image file execution options  debugger method was likely discovered as a potential workaround because it does not require the corresponding accessibility feature binary to be replaced_  for simple binary replacement on windows xp and later as well as and windows server      r  and later  for example  the program  e_g_  c  windows system   utilman_exe  may be replaced with  cmd_exe   or another program that provides backdoor access   subsequently  pressing the appropriate key combination at the login screen while sitting at the keyboard or when connected over  remote desktop  will cause the replaced file to be executed with system privileges   citation  tilbury        other accessibility features exist that may also be leveraged in a similar fashion   citation  defcon     sticky keys  citation  narrator accessibility abuse     on screen keyboard  c  windows system   osk_exe   magnifier  c  windows system   magnify_exe   narrator  c  windows system   narrator_exe   display switcher  c  windows system   displayswitch_exe   app switcher  c  windows system   atbroker_exe
attack-pattern--723e3a2b-ca0d-4daa-ada8-82ea35d3733a,['enterprise-attack'],['T1504'],PowerShell Profile,adversaries may gain persistence and elevate privileges in certain situations by abusing  profiles  a powershell profile   profile_ps   is a script that runs when powershell starts and can be used as a logon script to customize user environments  powershell supports several profiles depending on the user or host program  for example  there can be different profiles for powershell host programs such as the powershell console  powershell ise or visual studio code  an administrator can also configure a profile that applies to all users and host programs on the local computer   citation  microsoft about profiles    adversaries may modify these profiles to include arbitrary commands  functions  modules  and or powershell drives to gain persistence  every time a user opens a powershell session the modified script will be executed unless the  noprofile flag is used when it is launched   citation  eset turla powershell may         an adversary may also be able to escalate privileges if a script in a powershell profile is loaded and executed by an account with higher privileges  such as a domain administrator   citation  wits end and shady powershell profiles 
attack-pattern--72b5ef57-325c-411b-93ca-a3ca6fa17e31,['enterprise-attack'],['T1198'],SIP and Trust Provider Hijacking,in user mode  windows authenticode  citation  microsoft authenticode  digital signatures are used to verify a file's origin and integrity  variables that may be used to establish trust in signed code  ex  a driver with a valid microsoft signature may be handled as safe   the signature validation process is handled via the winverifytrust application programming interface  api  function    citation  microsoft winverifytrust  which accepts an inquiry and coordinates with the appropriate trust provider  which is responsible for validating parameters of a signature   citation  spectorops subverting trust sept        because of the varying executable file types and corresponding signature formats  microsoft created software components called subject interface packages  sips   citation  eduardosblog sips july       to provide a layer of abstraction between api functions and files  sips are responsible for enabling api functions to create  retrieve  calculate  and verify signatures  unique sips exist for most file formats  executable  powershell  installer  etc_  with catalog signing providing a catch all   citation  microsoft catalog files and signatures april        and are identified by globally unique identifiers  guids    citation  spectorops subverting trust sept        similar to  code  adversaries may abuse this architecture to subvert trust controls and bypass security policies that allow only legitimately signed code to execute on a system  adversaries may hijack sip and trust provider components to mislead operating system and whitelisting tools to classify malicious  or any  code as signed by   citation  spectorops subverting trust sept          modifying the dll and funcname registry values in hklm software  wow    node  microsoft cryptography oid encodingtype   cryptsipdllgetsigneddatamsg  sip_guid  that point to the dynamic link library  dll  providing a sip s cryptsipdllgetsigneddatamsg function  which retrieves an encoded digital certificate from a signed file  by pointing to a maliciously crafted dll with an exported function that always returns a known good signature value  ex  a microsoft signature for portable executables  rather than the file s real signature  an adversary can apply an acceptable signature value to all files using that sip  citation  github sip poc sept        although a hash mismatch will likely occur  invalidating the signature  since the hash returned by the function will not match the value computed from the file _   modifying the dll and funcname registry values in hklm software  wow    node  microsoft cryptography oid encodingtype   cryptsipdllverifyindirectdata  sip_guid  that point to the dll providing a sip s cryptsipdllverifyindirectdata function  which validates a file s computed hash against the signed hash value  by pointing to a maliciously crafted dll with an exported function that always returns true  indicating that the validation was successful   an adversary can successfully validate any file  with a legitimate signature  using that sip  citation  github sip poc sept        with or without hijacking the previously mentioned cryptsipdllgetsigneddatamsg function   this registry value could also be redirected to a suitable exported function from an already present dll  avoiding the requirement to drop and execute a new file on disk_   modifying the dll and function registry values in hklm software  wow    node  microsoft cryptography providers trust finalpolicy  trust provider guid  that point to the dll providing a trust provider s finalpolicy function  which is where the decoded and parsed signature is checked and the majority of trust decisions are made  similar to hijacking sip s cryptsipdllverifyindirectdata function  this value can be redirected to a suitable exported function from an already present dll or a maliciously crafted dll  though the implementation of a trust provider is complex _     note    the above hijacks are also possible without modifying the registry via  dll search order   hijacking sip or trust provider components can also enable persistent code execution  since these malicious components may be invoked by any application that performs code signing or signature validation   citation  spectorops subverting trust sept      
attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08,['enterprise-attack'],['T1087'],Account Discovery,adversaries may attempt to get a listing of accounts on a system or within an environment  this information can help adversaries determine which accounts exist to aid in follow on behavior 
